GeoType,GEOID,GeoName,County,State
County,17029,"Coles County, Illinois",Coles County,Illinois
County,17031,"Cook County, Illinois",Cook County,Illinois
County,17033,"Crawford County, Illinois",Crawford County,Illinois
County,17035,"Cumberland County, Illinois",Cumberland County,Illinois
County,17037,"DeKalb County, Illinois",DeKalb County,Illinois
County,17039,"De Witt County, Illinois",De Witt County,Illinois
County,17041,"Douglas County, Illinois",Douglas County,Illinois
County,17043,"DuPage County, Illinois",DuPage County,Illinois
County,17045,"Edgar County, Illinois",Edgar County,Illinois
County,17047,"Edwards County, Illinois",Edwards County,Illinois
County,17049,"Effingham County, Illinois",Effingham County,Illinois
County,17051,"Fayette County, Illinois",Fayette County,Illinois
County,17053,"Ford County, Illinois",Ford County,Illinois
County,17055,"Franklin County, Illinois",Franklin County,Illinois
County,17057,"Fulton County, Illinois",Fulton County,Illinois
County,17059,"Gallatin County, Illinois",Gallatin County,Illinois
County,17061,"Greene County, Illinois",Greene County,Illinois
County,17063,"Grundy County, Illinois",Grundy County,Illinois
County,17065,"Hamilton County, Illinois",Hamilton County,Illinois
County,17067,"Hancock County, Illinois",Hancock County,Illinois
County,17069,"Hardin County, Illinois",Hardin County,Illinois
County,17071,"Henderson County, Illinois",Henderson County,Illinois
County,17073,"Henry County, Illinois",Henry County,Illinois
County,17075,"Iroquois County, Illinois",Iroquois County,Illinois
County,17077,"Jackson County, Illinois",Jackson County,Illinois
County,17079,"Jasper County, Illinois",Jasper County,Illinois
County,17081,"Jefferson County, Illinois",Jefferson County,Illinois
County,17083,"Jersey County, Illinois",Jersey County,Illinois
County,17085,"Jo Daviess County, Illinois",Jo Daviess County,Illinois
County,17087,"Johnson County, Illinois",Johnson County,Illinois
County,17089,"Kane County, Illinois",Kane County,Illinois
County,17091,"Kankakee County, Illinois",Kankakee County,Illinois
County,17093,"Kendall County, Illinois",Kendall County,Illinois
County,17095,"Knox County, Illinois",Knox County,Illinois
County,17097,"Lake County, Illinois",Lake County,Illinois
County,17099,"LaSalle County, Illinois",LaSalle County,Illinois
County,17101,"Lawrence County, Illinois",Lawrence County,Illinois
County,17103,"Lee County, Illinois",Lee County,Illinois
County,17105,"Livingston County, Illinois",Livingston County,Illinois
County,17107,"Logan County, Illinois",Logan County,Illinois
County,17109,"McDonough County, Illinois",McDonough County,Illinois
County,17111,"McHenry County, Illinois",McHenry County,Illinois
County,17113,"McLean County, Illinois",McLean County,Illinois
County,17115,"Macon County, Illinois",Macon County,Illinois
County,17117,"Macoupin County, Illinois",Macoupin County,Illinois
County,17119,"Madison County, Illinois",Madison County,Illinois
County,17121,"Marion County, Illinois",Marion County,Illinois
County,17123,"Marshall County, Illinois",Marshall County,Illinois
County,17125,"Mason County, Illinois",Mason County,Illinois
County,17127,"Massac County, Illinois",Massac County,Illinois
County,17129,"Menard County, Illinois",Menard County,Illinois
County,17131,"Mercer County, Illinois",Mercer County,Illinois
County,17133,"Monroe County, Illinois",Monroe County,Illinois
County,17135,"Montgomery County, Illinois",Montgomery County,Illinois
County,17137,"Morgan County, Illinois",Morgan County,Illinois
County,17139,"Moultrie County, Illinois",Moultrie County,Illinois
County,17141,"Ogle County, Illinois",Ogle County,Illinois
County,17143,"Peoria County, Illinois",Peoria County,Illinois
County,17145,"Perry County, Illinois",Perry County,Illinois
County,17147,"Piatt County, Illinois",Piatt County,Illinois
County,17149,"Pike County, Illinois",Pike County,Illinois
County,17151,"Pope County, Illinois",Pope County,Illinois
County,17153,"Pulaski County, Illinois",Pulaski County,Illinois
County,17155,"Putnam County, Illinois",Putnam County,Illinois
County,17157,"Randolph County, Illinois",Randolph County,Illinois
County,17159,"Richland County, Illinois",Richland County,Illinois
County,17161,"Rock Island County, Illinois",Rock Island County,Illinois
County,17163,"St. Clair County, Illinois",St. Clair County,Illinois
County,17165,"Saline County, Illinois",Saline County,Illinois
County,17167,"Sangamon County, Illinois",Sangamon County,Illinois
County,17169,"Schuyler County, Illinois",Schuyler County,Illinois
County,17171,"Scott County, Illinois",Scott County,Illinois
County,17173,"Shelby County, Illinois",Shelby County,Illinois
County,17175,"Stark County, Illinois",Stark County,Illinois
County,17177,"Stephenson County, Illinois",Stephenson County,Illinois
County,17179,"Tazewell County, Illinois",Tazewell County,Illinois
County,17181,"Union County, Illinois",Union County,Illinois
County,17183,"Vermilion County, Illinois",Vermilion County,Illinois
County,17185,"Wabash County, Illinois",Wabash County,Illinois
County,17187,"Warren County, Illinois",Warren County,Illinois
County,17189,"Washington County, Illinois",Washington County,Illinois
County,17191,"Wayne County, Illinois",Wayne County,Illinois
County,17193,"White County, Illinois",White County,Illinois
County,17195,"Whiteside County, Illinois",Whiteside County,Illinois
County,17197,"Will County, Illinois",Will County,Illinois
County,17199,"Williamson County, Illinois",Williamson County,Illinois
County,17201,"Winnebago County, Illinois",Winnebago County,Illinois
County,17203,"Woodford County, Illinois",Woodford County,Illinois
County,18001,"Adams County, Indiana",Adams County,Indiana
County,18003,"Allen County, Indiana",Allen County,Indiana
County,18005,"Bartholomew County, Indiana",Bartholomew County,Indiana
County,18007,"Benton County, Indiana",Benton County,Indiana
County,18009,"Blackford County, Indiana",Blackford County,Indiana
County,18011,"Boone County, Indiana",Boone County,Indiana
County,18013,"Brown County, Indiana",Brown County,Indiana
County,18015,"Carroll County, Indiana",Carroll County,Indiana
