Group.1,n
"42041.Black, Non-Hispanic",7435
42041.Hispanic,6630
"42041.Other, Non-Hispanic",10944
"42041.White, Non-Hispanic",173760
"42043.Black, Non-Hispanic",37315
42043.Hispanic,15701
"42043.Other, Non-Hispanic",11040
"42043.White, Non-Hispanic",149508
"42045.Black, Non-Hispanic",87660
42045.Hispanic,14332
"42045.Other, Non-Hispanic",30628
"42045.White, Non-Hispanic",307036
"42047.Black, Non-Hispanic",241
42047.Hispanic,153
"42047.Other, Non-Hispanic",190
"42047.White, Non-Hispanic",23870
"42049.Black, Non-Hispanic",13863
42049.Hispanic,7040
"42049.Other, Non-Hispanic",6657
"42049.White, Non-Hispanic",187357
"42051.Black, Non-Hispanic",4620
42051.Hispanic,1057
"42051.Other, Non-Hispanic",1870
"42051.White, Non-Hispanic",98409
"42053.Black, Non-Hispanic",1859
42053.Hispanic,348
"42053.Other, Non-Hispanic",83
"42053.White, Non-Hispanic",4248
"42055.Black, Non-Hispanic",3972
42055.Hispanic,5099
"42055.Other, Non-Hispanic",2396
"42055.White, Non-Hispanic",108059
"42057.Black, Non-Hispanic",149
42057.Hispanic,65
"42057.Other, Non-Hispanic",127
"42057.White, Non-Hispanic",11249
"42059.Black, Non-Hispanic",1119
42059.Hispanic,525
"42059.Other, Non-Hispanic",482
"42059.White, Non-Hispanic",27635
"42061.Black, Non-Hispanic",2406
42061.Hispanic,710
"42061.Other, Non-Hispanic",589
"42061.White, Non-Hispanic",33406
"42063.Black, Non-Hispanic",1771
42063.Hispanic,874
"42063.Other, Non-Hispanic",1527
"42063.White, Non-Hispanic",65552
"42065.Black, Non-Hispanic",182
42065.Hispanic,259
"42065.Other, Non-Hispanic",418
"42065.White, Non-Hispanic",33670
"42067.Black, Non-Hispanic",170
42067.Hispanic,534
"42067.Other, Non-Hispanic",131
"42067.White, Non-Hispanic",18214
"42069.Black, Non-Hispanic",4060
42069.Hispanic,9396
"42069.Other, Non-Hispanic",6343
"42069.White, Non-Hispanic",147867
"42071.Black, Non-Hispanic",16028
42071.Hispanic,36951
"42071.Other, Non-Hispanic",11715
"42071.White, Non-Hispanic",348127
"42073.Black, Non-Hispanic",2347
42073.Hispanic,815
"42073.Other, Non-Hispanic",1170
"42073.White, Non-Hispanic",65104
"42075.Black, Non-Hispanic",2456
42075.Hispanic,11410
"42075.Other, Non-Hispanic",1967
"42075.White, Non-Hispanic",91864
"42077.Black, Non-Hispanic",18842
42077.Hispanic,58570
"42077.Other, Non-Hispanic",9431
"42077.White, Non-Hispanic",195426
"42079.Black, Non-Hispanic",11380
42079.Hispanic,23932
"42079.Other, Non-Hispanic",2883
"42079.White, Non-Hispanic",216942
"42081.Black, Non-Hispanic",3972
42081.Hispanic,1460
"42081.Other, Non-Hispanic",1481
"42081.White, Non-Hispanic",83957
"42083.Black, Non-Hispanic",992
42083.Hispanic,685
"42083.Other, Non-Hispanic",587
"42083.White, Non-Hispanic",30936
"42085.Black, Non-Hispanic",4613
42085.Hispanic,1062
"42085.Other, Non-Hispanic",1635
"42085.White, Non-Hispanic",82332
"42087.Black, Non-Hispanic",204
42087.Hispanic,403
"42087.Other, Non-Hispanic",549
"42087.White, Non-Hispanic",34729
"42089.Black, Non-Hispanic",18762
42089.Hispanic,18750
"42089.Other, Non-Hispanic",4058
"42089.White, Non-Hispanic",93127
"42091.Black, Non-Hispanic",57811
42091.Hispanic,27355
"42091.Other, Non-Hispanic",57578
"42091.White, Non-Hispanic",502422
"42093.Black, Non-Hispanic",220
42093.Hispanic,363
"42093.Other, Non-Hispanic",569
"42093.White, Non-Hispanic",13409
"42095.Black, Non-Hispanic",12410
42095.Hispanic,27093
"42095.Other, Non-Hispanic",9465
"42095.White, Non-Hispanic",193118
"42097.Black, Non-Hispanic",1963
42097.Hispanic,2005
"42097.Other, Non-Hispanic",744
"42097.White, Non-Hispanic",69026
"42099.Black, Non-Hispanic",323
42099.Hispanic,590
"42099.Other, Non-Hispanic",417
"42099.White, Non-Hispanic",34780
"42101.Black, Non-Hispanic",497893
42101.Hispanic,155676
"42101.Other, Non-Hispanic",108890
"42101.White, Non-Hispanic",471053
"42103.Black, Non-Hispanic",2677
42103.Hispanic,4437
"42103.Other, Non-Hispanic",1029
"42103.White, Non-Hispanic",37277
"42105.Black, Non-Hispanic",65
42105.Hispanic,147
"42105.Other, Non-Hispanic",184
"42105.White, Non-Hispanic",12910
"42107.Black, Non-Hispanic",3838
42107.Hispanic,3979
"42107.Other, Non-Hispanic",1319
"42107.White, Non-Hispanic",105332
"42109.Black, Non-Hispanic",376
42109.Hispanic,601
"42109.Other, Non-Hispanic",455
"42109.White, Non-Hispanic",30577
"42111.Black, Non-Hispanic",1838
42111.Hispanic,884
"42111.Other, Non-Hispanic",733
"42111.White, Non-Hispanic",57288
"42113.Black, Non-Hispanic",128
42113.Hispanic,75
"42113.Other, Non-Hispanic",40
"42113.White, Non-Hispanic",5170
"42115.Black, Non-Hispanic",163
42115.Hispanic,464
"42115.Other, Non-Hispanic",408
"42115.White, Non-Hispanic",32228
"42117.Black, Non-Hispanic",254
42117.Hispanic,357
"42117.Other, Non-Hispanic",501
"42117.White, Non-Hispanic",31673
"42119.Black, Non-Hispanic",2676
42119.Hispanic,2236
"42119.Other, Non-Hispanic",1208
"42119.White, Non-Hispanic",30926
"42121.Black, Non-Hispanic",222
42121.Hispanic,356
"42121.Other, Non-Hispanic",801
"42121.White, Non-Hispanic",40269
"42123.Black, Non-Hispanic",171
42123.Hispanic,286
"42123.Other, Non-Hispanic",370
"42123.White, Non-Hispanic",31187
"42125.Black, Non-Hispanic",4986
42125.Hispanic,2423
"42125.Other, Non-Hispanic",3661
"42125.White, Non-Hispanic",155576
"42127.Black, Non-Hispanic",1586
42127.Hispanic,1764
"42127.Other, Non-Hispanic",656
"42127.White, Non-Hispanic",38812
"42129.Black, Non-Hispanic",6566
42129.Hispanic,2816
"42129.Other, Non-Hispanic",5085
"42129.White, Non-Hispanic",272977
"42131.Black, Non-Hispanic",251
42131.Hispanic,320
"42131.Other, Non-Hispanic",282
"42131.White, Non-Hispanic",21120
"42133.Black, Non-Hispanic",18498
42133.Hispanic,20825
"42133.Other, Non-Hispanic",8808
"42133.White, Non-Hispanic",298677
"44001.Black, Non-Hispanic",470
44001.Hispanic,1052
"44001.Other, Non-Hispanic",1188
"44001.White, Non-Hispanic",36749
"44003.Black, Non-Hispanic",2615
44003.Hispanic,5392
"44003.Other, Non-Hispanic",5303
"44003.White, Non-Hispanic",119499
"44005.Black, Non-Hispanic",2546
44005.Hispanic,3176
"44005.Other, Non-Hispanic",2613
"44005.White, Non-Hispanic",60335
"44007.Black, Non-Hispanic",45996
44007.Hispanic,98496
"44007.Other, Non-Hispanic",30940
"44007.White, Non-Hispanic",328685
"44009.Black, Non-Hispanic",1426
44009.Hispanic,2761
"44009.Other, Non-Hispanic",4132
"44009.White, Non-Hispanic",96513
"45001.Black, Non-Hispanic",5393
45001.Hispanic,253
"45001.Other, Non-Hispanic",268
"45001.White, Non-Hispanic",13638
"45003.Black, Non-Hispanic",31276
45003.Hispanic,6151
"45003.Other, Non-Hispanic",3516
"45003.White, Non-Hispanic",90692
"45005.Black, Non-Hispanic",5258
45005.Hispanic,227
"45005.Other, Non-Hispanic",62
"45005.White, Non-Hispanic",1790
"45007.Black, Non-Hispanic",23531
45007.Hispanic,4599
"45007.Other, Non-Hispanic",3313
"45007.White, Non-Hispanic",121129
"45009.Black, Non-Hispanic",6991
45009.Hispanic,119
"45009.Other, Non-Hispanic",107
"45009.White, Non-Hispanic",4269
"45011.Black, Non-Hispanic",7053
45011.Hispanic,324
"45011.Other, Non-Hispanic",167
"45011.White, Non-Hispanic",8652
"45013.Black, Non-Hispanic",24755
45013.Hispanic,13298
"45013.Other, Non-Hispanic",3834
"45013.White, Non-Hispanic",108863
"45015.Black, Non-Hispanic",38790
45015.Hispanic,9058
"45015.Other, Non-Hispanic",8256
"45015.White, Non-Hispanic",107378
"45017.Black, Non-Hispanic",4748
45017.Hispanic,366
"45017.Other, Non-Hispanic",188
"45017.White, Non-Hispanic",6527
"45019.Black, Non-Hispanic",81890
45019.Hispanic,13604
"45019.Other, Non-Hispanic",10141
"45019.White, Non-Hispanic",216064
"45021.Black, Non-Hispanic",8465
45021.Hispanic,1497
"45021.Other, Non-Hispanic",926
"45021.White, Non-Hispanic",32781
"45023.Black, Non-Hispanic",8984
45023.Hispanic,398
"45023.Other, Non-Hispanic",403
"45023.White, Non-Hispanic",15256
"45025.Black, Non-Hispanic",11314
45025.Hispanic,1305
"45025.Other, Non-Hispanic",803
"45025.White, Non-Hispanic",22331
"45027.Black, Non-Hispanic",12639
45027.Hispanic,676
"45027.Other, Non-Hispanic",469
"45027.White, Non-Hispanic",13546
"45029.Black, Non-Hispanic",10860
45029.Hispanic,725
"45029.Other, Non-Hispanic",428
"45029.White, Non-Hispanic",17145
"45031.Black, Non-Hispanic",20665
45031.Hispanic,837
"45031.Other, Non-Hispanic",852
"45031.White, Non-Hispanic",29640
"45033.Black, Non-Hispanic",10678
45033.Hispanic,425
"45033.Other, Non-Hispanic",674
"45033.White, Non-Hispanic",11101
"45035.Black, Non-Hispanic",29548
45035.Hispanic,5528
"45035.Other, Non-Hispanic",5020
"45035.White, Non-Hispanic",78964
"45037.Black, Non-Hispanic",7714
45037.Hispanic,1292
"45037.Other, Non-Hispanic",367
"45037.White, Non-Hispanic",12618
"45039.Black, Non-Hispanic",10213
45039.Hispanic,385
"45039.Other, Non-Hispanic",188
"45039.White, Non-Hispanic",7424
"45041.Black, Non-Hispanic",43586
45041.Hispanic,2220
"45041.Other, Non-Hispanic",2431
"45041.White, Non-Hispanic",57265
"45043.Black, Non-Hispanic",14711
45043.Hispanic,1176
"45043.Other, Non-Hispanic",716
"45043.White, Non-Hispanic",33782
"45045.Black, Non-Hispanic",67154
45045.Hispanic,29886
"45045.Other, Non-Hispanic",15537
"45045.White, Non-Hispanic",276825
"45047.Black, Non-Hispanic",16817
45047.Hispanic,2304
"45047.Other, Non-Hispanic",928
"45047.White, Non-Hispanic",34191
"45049.Black, Non-Hispanic",8055
45049.Hispanic,607
"45049.Other, Non-Hispanic",232
"45049.White, Non-Hispanic",6438
"45051.Black, Non-Hispanic",32983
45051.Hispanic,12932
"45051.Other, Non-Hispanic",7150
"45051.White, Non-Hispanic",218202
"45053.Black, Non-Hispanic",9398
45053.Hispanic,2386
"45053.Other, Non-Hispanic",284
"45053.White, Non-Hispanic",10592
"45055.Black, Non-Hispanic",11824
45055.Hispanic,1780
"45055.Other, Non-Hispanic",1035
"45055.White, Non-Hispanic",35169
"45057.Black, Non-Hispanic",15031
45057.Hispanic,3142
"45057.Other, Non-Hispanic",1606
"45057.White, Non-Hispanic",52461
"45059.Black, Non-Hispanic",12740
45059.Hispanic,1907
"45059.Other, Non-Hispanic",865
"45059.White, Non-Hispanic",36633
"45061.Black, Non-Hispanic",8718
45061.Hispanic,402
"45061.Other, Non-Hispanic",135
"45061.White, Non-Hispanic",4758
"45063.Black, Non-Hispanic",31376
45063.Hispanic,10806
"45063.Other, Non-Hispanic",8040
"45063.White, Non-Hispanic",172400
"45065.Black, Non-Hispanic",3702
45065.Hispanic,70
"45065.Other, Non-Hispanic",132
"45065.White, Non-Hispanic",4463
"45067.Black, Non-Hispanic",13220
45067.Hispanic,571
"45067.Other, Non-Hispanic",403
"45067.White, Non-Hispanic",9900
"45069.Black, Non-Hispanic",10762
45069.Hispanic,608
"45069.Other, Non-Hispanic",1258
"45069.White, Non-Hispanic",8614
"45071.Black, Non-Hispanic",9006
45071.Hispanic,1690
"45071.Other, Non-Hispanic",316
"45071.White, Non-Hispanic",18845
"45073.Black, Non-Hispanic",4486
45073.Hispanic,2623
"45073.Other, Non-Hispanic",1150
"45073.White, Non-Hispanic",53619
"45075.Black, Non-Hispanic",41827
45075.Hispanic,1102
"45075.Other, Non-Hispanic",1364
"45075.White, Non-Hispanic",23974
"45077.Black, Non-Hispanic",6883
45077.Hispanic,3033
"45077.Other, Non-Hispanic",3372
"45077.White, Non-Hispanic",87128
"45079.Black, Non-Hispanic",146418
45079.Hispanic,14592
"45079.Other, Non-Hispanic",16277
"45079.White, Non-Hispanic",145513
"45081.Black, Non-Hispanic",3970
45081.Hispanic,1978
"45081.Other, Non-Hispanic",80
"45081.White, Non-Hispanic",9835
"45083.Black, Non-Hispanic",47157
45083.Hispanic,13009
"45083.Other, Non-Hispanic",9085
"45083.White, Non-Hispanic",166808
"45085.Black, Non-Hispanic",37275
45085.Hispanic,2621
"45085.Other, Non-Hispanic",2869
"45085.White, Non-Hispanic",38150
"45087.Black, Non-Hispanic",6622
45087.Hispanic,244
"45087.Other, Non-Hispanic",362
"45087.White, Non-Hispanic",14359
"45089.Black, Non-Hispanic",15674
45089.Hispanic,553
"45089.Other, Non-Hispanic",398
"45089.White, Non-Hispanic",8073
"45091.Black, Non-Hispanic",37335
45091.Hispanic,9389
"45091.Other, Non-Hispanic",8043
"45091.White, Non-Hispanic",146309
"46003.Black, Non-Hispanic",25
46003.Hispanic,135
"46003.Other, Non-Hispanic",46
"46003.White, Non-Hispanic",1818
"46005.Black, Non-Hispanic",93
46005.Hispanic,1033
"46005.Other, Non-Hispanic",1261
"46005.White, Non-Hispanic",11004
"46007.Black, Non-Hispanic",2
46007.Hispanic,55
"46007.Other, Non-Hispanic",1206
"46007.White, Non-Hispanic",937
"46009.Black, Non-Hispanic",102
46009.Hispanic,147
"46009.Other, Non-Hispanic",522
"46009.White, Non-Hispanic",4821
"46011.Black, Non-Hispanic",366
46011.Hispanic,638
"46011.Other, Non-Hispanic",1279
"46011.White, Non-Hispanic",25260
"46013.Black, Non-Hispanic",653
46013.Hispanic,799
"46013.Other, Non-Hispanic",1925
"46013.White, Non-Hispanic",26394
"46015.Black, Non-Hispanic",26
46015.Hispanic,123
"46015.Other, Non-Hispanic",369
"46015.White, Non-Hispanic",3413
"46017.Black, Non-Hispanic",3
46017.Hispanic,39
"46017.Other, Non-Hispanic",1025
"46017.White, Non-Hispanic",192
"46019.Black, Non-Hispanic",21
46019.Hispanic,231
"46019.Other, Non-Hispanic",314
"46019.White, Non-Hispanic",7132
"46021.Black, Non-Hispanic",0
46021.Hispanic,2
"46021.Other, Non-Hispanic",11
"46021.White, Non-Hispanic",1160
"46023.Black, Non-Hispanic",6
46023.Hispanic,129
"46023.Other, Non-Hispanic",1807
"46023.White, Non-Hispanic",4624
"46025.Black, Non-Hispanic",8
46025.Hispanic,75
"46025.Other, Non-Hispanic",69
"46025.White, Non-Hispanic",2577
"46027.Black, Non-Hispanic",240
46027.Hispanic,367
"46027.Other, Non-Hispanic",739
"46027.White, Non-Hispanic",10257
"46029.Black, Non-Hispanic",219
46029.Hispanic,359
"46029.Other, Non-Hispanic",725
"46029.White, Non-Hispanic",20043
"46031.Black, Non-Hispanic",14
46031.Hispanic,12
"46031.Other, Non-Hispanic",1663
"46031.White, Non-Hispanic",949
"46033.Black, Non-Hispanic",11
46033.Hispanic,225
"46033.Other, Non-Hispanic",303
"46033.White, Non-Hispanic",6794
"46035.Black, Non-Hispanic",152
46035.Hispanic,499
"46035.Other, Non-Hispanic",633
"46035.White, Non-Hispanic",14171
"46037.Black, Non-Hispanic",4
46037.Hispanic,59
"46037.Other, Non-Hispanic",385
"46037.White, Non-Hispanic",3808
"46039.Black, Non-Hispanic",0
46039.Hispanic,78
"46039.Other, Non-Hispanic",15
"46039.White, Non-Hispanic",3198
"46041.Black, Non-Hispanic",5
46041.Hispanic,24
"46041.Other, Non-Hispanic",2700
"46041.White, Non-Hispanic",946
"46043.Black, Non-Hispanic",0
46043.Hispanic,19
"46043.Other, Non-Hispanic",103
"46043.White, Non-Hispanic",2086
"46045.Black, Non-Hispanic",4
46045.Hispanic,48
"46045.Other, Non-Hispanic",20
"46045.White, Non-Hispanic",2867
"46047.Black, Non-Hispanic",0
46047.Hispanic,217
"46047.Other, Non-Hispanic",556
"46047.White, Non-Hispanic",4816
"46049.Black, Non-Hispanic",1
46049.Hispanic,0
"46049.Other, Non-Hispanic",69
"46049.White, Non-Hispanic",1727
"46051.Black, Non-Hispanic",34
46051.Hispanic,233
"46051.Other, Non-Hispanic",136
"46051.White, Non-Hispanic",5175
"46053.Black, Non-Hispanic",0
46053.Hispanic,14
"46053.Other, Non-Hispanic",288
"46053.White, Non-Hispanic",2900
"46055.Black, Non-Hispanic",1
46055.Hispanic,13
"46055.Other, Non-Hispanic",75
"46055.White, Non-Hispanic",1379
"46057.Black, Non-Hispanic",24
46057.Hispanic,155
"46057.Other, Non-Hispanic",81
"46057.White, Non-Hispanic",3866
"46059.Black, Non-Hispanic",0
46059.Hispanic,37
"46059.Other, Non-Hispanic",44
"46059.White, Non-Hispanic",2473
"46061.Black, Non-Hispanic",0
46061.Hispanic,0
"46061.Other, Non-Hispanic",12
"46061.White, Non-Hispanic",2327
"46063.Black, Non-Hispanic",27
46063.Hispanic,17
"46063.Other, Non-Hispanic",41
"46063.White, Non-Hispanic",922
"46065.Black, Non-Hispanic",24
46065.Hispanic,432
"46065.Other, Non-Hispanic",1603
"46065.White, Non-Hispanic",11446
"46067.Black, Non-Hispanic",0
46067.Hispanic,92
"46067.Other, Non-Hispanic",127
"46067.White, Non-Hispanic",5273
"46069.Black, Non-Hispanic",32
46069.Hispanic,4
"46069.Other, Non-Hispanic",84
"46069.White, Non-Hispanic",946
"46071.Black, Non-Hispanic",9
46071.Hispanic,9
"46071.Other, Non-Hispanic",1169
"46071.White, Non-Hispanic",1063
"46073.Black, Non-Hispanic",0
46073.Hispanic,39
"46073.Other, Non-Hispanic",40
"46073.White, Non-Hispanic",1515
"46075.Black, Non-Hispanic",9
46075.Hispanic,0
"46075.Other, Non-Hispanic",26
"46075.White, Non-Hispanic",614
"46077.Black, Non-Hispanic",0
46077.Hispanic,88
"46077.Other, Non-Hispanic",17
"46077.White, Non-Hispanic",3736
"46079.Black, Non-Hispanic",52
46079.Hispanic,131
"46079.Other, Non-Hispanic",360
"46079.White, Non-Hispanic",9561
"46081.Black, Non-Hispanic",184
46081.Hispanic,586
"46081.Other, Non-Hispanic",987
"46081.White, Non-Hispanic",19220
"46083.Black, Non-Hispanic",591
46083.Hispanic,697
"46083.Other, Non-Hispanic",1094
"46083.White, Non-Hispanic",38402
"46085.Black, Non-Hispanic",4
46085.Hispanic,37
"46085.Other, Non-Hispanic",943
"46085.White, Non-Hispanic",1731
"46087.Black, Non-Hispanic",7
46087.Hispanic,134
"46087.Other, Non-Hispanic",79
"46087.White, Non-Hispanic",3809
"46089.Black, Non-Hispanic",18
46089.Hispanic,23
"46089.Other, Non-Hispanic",34
"46089.White, Non-Hispanic",1729
"46091.Black, Non-Hispanic",20
46091.Hispanic,135
"46091.Other, Non-Hispanic",253
"46091.White, Non-Hispanic",3188
"46093.Black, Non-Hispanic",430
46093.Hispanic,836
"46093.Other, Non-Hispanic",1131
"46093.White, Non-Hispanic",18885
"46095.Black, Non-Hispanic",0
46095.Hispanic,19
"46095.Other, Non-Hispanic",714
"46095.White, Non-Hispanic",666
"46097.Black, Non-Hispanic",6
46097.Hispanic,19
"46097.Other, Non-Hispanic",39
"46097.White, Non-Hispanic",1596
"46099.Black, Non-Hispanic",6617
46099.Hispanic,5528
"46099.Other, Non-Hispanic",7502
"46099.White, Non-Hispanic",121310
"46101.Black, Non-Hispanic",25
46101.Hispanic,125
"46101.Other, Non-Hispanic",793
"46101.White, Non-Hispanic",3897
"46102.Black, Non-Hispanic",10
46102.Hispanic,231
"46102.Other, Non-Hispanic",8221
"46102.White, Non-Hispanic",546
"46103.Black, Non-Hispanic",994
46103.Hispanic,3097
"46103.Other, Non-Hispanic",9262
"46103.White, Non-Hispanic",71564
"46105.Black, Non-Hispanic",0
46105.Hispanic,6
"46105.Other, Non-Hispanic",87
"46105.White, Non-Hispanic",2181
"46107.Black, Non-Hispanic",0
46107.Hispanic,14
"46107.Other, Non-Hispanic",88
"46107.White, Non-Hispanic",1713
"46109.Black, Non-Hispanic",40
46109.Hispanic,259
"46109.Other, Non-Hispanic",2392
"46109.White, Non-Hispanic",4803
"46111.Black, Non-Hispanic",0
46111.Hispanic,61
"46111.Other, Non-Hispanic",40
"46111.White, Non-Hispanic",1706
"46115.Black, Non-Hispanic",6
46115.Hispanic,91
"46115.Other, Non-Hispanic",116
"46115.White, Non-Hispanic",4694
"46117.Black, Non-Hispanic",0
46117.Hispanic,51
"46117.Other, Non-Hispanic",198
"46117.White, Non-Hispanic",2080
"46119.Black, Non-Hispanic",0
46119.Hispanic,4
"46119.Other, Non-Hispanic",22
"46119.White, Non-Hispanic",983
"46121.Black, Non-Hispanic",6
46121.Hispanic,69
"46121.Other, Non-Hispanic",5164
"46121.White, Non-Hispanic",695
"46123.Black, Non-Hispanic",0
46123.Hispanic,11
"46123.Other, Non-Hispanic",588
"46123.White, Non-Hispanic",3602
"46125.Black, Non-Hispanic",28
46125.Hispanic,120
"46125.Other, Non-Hispanic",89
"46125.White, Non-Hispanic",6074
"46127.Black, Non-Hispanic",106
46127.Hispanic,322
"46127.Other, Non-Hispanic",383
"46127.White, Non-Hispanic",10835
"46129.Black, Non-Hispanic",74
46129.Hispanic,73
"46129.Other, Non-Hispanic",560
"46129.White, Non-Hispanic",3490
"46135.Black, Non-Hispanic",312
46135.Hispanic,650
"46135.Other, Non-Hispanic",864
"46135.White, Non-Hispanic",16078
"46137.Black, Non-Hispanic",0
46137.Hispanic,6
"46137.Other, Non-Hispanic",1406
"46137.White, Non-Hispanic",534
"47001.Black, Non-Hispanic",2110
47001.Hispanic,1360
"47001.Other, Non-Hispanic",2106
"47001.White, Non-Hispanic",54396
"47003.Black, Non-Hispanic",3047
47003.Hispanic,3400
"47003.Other, Non-Hispanic",689
"47003.White, Non-Hispanic",28879
"47005.Black, Non-Hispanic",458
47005.Hispanic,241
"47005.Other, Non-Hispanic",165
"47005.White, Non-Hispanic",12126
"47007.Black, Non-Hispanic",400
47007.Hispanic,251
"47007.Other, Non-Hispanic",341
"47007.White, Non-Hispanic",11011
"47009.Black, Non-Hispanic",2864
47009.Hispanic,2758
"47009.Other, Non-Hispanic",2293
"47009.White, Non-Hispanic",95477
"47011.Black, Non-Hispanic",3894
47011.Hispanic,3969
"47011.Other, Non-Hispanic",2428
"47011.White, Non-Hispanic",72102
"47013.Black, Non-Hispanic",127
47013.Hispanic,345
"47013.Other, Non-Hispanic",521
"47013.White, Non-Hispanic",30583
"47015.Black, Non-Hispanic",215
47015.Hispanic,191
"47015.Other, Non-Hispanic",149
"47015.White, Non-Hispanic",10605
"47017.Black, Non-Hispanic",2230
47017.Hispanic,461
"47017.Other, Non-Hispanic",402
"47017.White, Non-Hispanic",18836
"47019.Black, Non-Hispanic",736
47019.Hispanic,649
"47019.Other, Non-Hispanic",624
"47019.White, Non-Hispanic",43868
"47021.Black, Non-Hispanic",533
47021.Hispanic,775
"47021.Other, Non-Hispanic",855
"47021.White, Non-Hispanic",29110
"47023.Black, Non-Hispanic",1233
47023.Hispanic,237
"47023.Other, Non-Hispanic",181
"47023.White, Non-Hispanic",11665
"47025.Black, Non-Hispanic",289
47025.Hispanic,310
"47025.Other, Non-Hispanic",613
"47025.White, Non-Hispanic",24496
"47027.Black, Non-Hispanic",111
47027.Hispanic,129
"47027.Other, Non-Hispanic",45
"47027.White, Non-Hispanic",5819
"47029.Black, Non-Hispanic",524
47029.Hispanic,504
"47029.Other, Non-Hispanic",519
"47029.White, Non-Hispanic",26721
"47031.Black, Non-Hispanic",1556
47031.Hispanic,1310
"47031.Other, Non-Hispanic",1193
"47031.White, Non-Hispanic",37918
"47033.Black, Non-Hispanic",1538
47033.Hispanic,860
"47033.Other, Non-Hispanic",114
"47033.White, Non-Hispanic",8444
"47035.Black, Non-Hispanic",265
47035.Hispanic,1064
"47035.Other, Non-Hispanic",823
"47035.White, Non-Hispanic",46551
"47037.Black, Non-Hispanic",140112
47037.Hispanic,43028
"47037.Other, Non-Hispanic",31466
"47037.White, Non-Hispanic",327878
"47039.Black, Non-Hispanic",408
47039.Hispanic,90
"47039.Other, Non-Hispanic",125
"47039.White, Non-Hispanic",8559
"47041.Black, Non-Hispanic",270
47041.Hispanic,1032
"47041.Other, Non-Hispanic",279
"47041.White, Non-Hispanic",13933
"47043.Black, Non-Hispanic",1683
47043.Hispanic,1133
"47043.Other, Non-Hispanic",777
"47043.White, Non-Hispanic",36755
"47045.Black, Non-Hispanic",3557
47045.Hispanic,725
"47045.Other, Non-Hispanic",718
"47045.White, Non-Hispanic",23478
"47047.Black, Non-Hispanic",8602
47047.Hispanic,627
"47047.Other, Non-Hispanic",428
"47047.White, Non-Hispanic",22639
"47049.Black, Non-Hispanic",53
47049.Hispanic,170
"47049.Other, Non-Hispanic",192
"47049.White, Non-Hispanic",13945
"47051.Black, Non-Hispanic",1734
47051.Hispanic,901
"47051.Other, Non-Hispanic",810
"47051.White, Non-Hispanic",29804
"47053.Black, Non-Hispanic",6406
47053.Hispanic,812
"47053.Other, Non-Hispanic",896
"47053.White, Non-Hispanic",29232
"47055.Black, Non-Hispanic",2483
47055.Hispanic,444
"47055.Other, Non-Hispanic",488
"47055.White, Non-Hispanic",19757
"47057.Black, Non-Hispanic",103
47057.Hispanic,516
"47057.Other, Non-Hispanic",349
"47057.White, Non-Hispanic",17427
"47059.Black, Non-Hispanic",1105
47059.Hispanic,1230
"47059.Other, Non-Hispanic",937
"47059.White, Non-Hispanic",52195
"47061.Black, Non-Hispanic",96
47061.Hispanic,112
"47061.Other, Non-Hispanic",1069
"47061.White, Non-Hispanic",9171
"47063.Black, Non-Hispanic",2344
47063.Hispanic,4125
"47063.Other, Non-Hispanic",753
"47063.White, Non-Hispanic",42024
"47065.Black, Non-Hispanic",52512
47065.Hispanic,12452
"47065.Other, Non-Hispanic",9893
"47065.White, Non-Hispanic",210773
"47067.Black, Non-Hispanic",33
47067.Hispanic,42
"47067.Other, Non-Hispanic",65
"47067.White, Non-Hispanic",5058
"47069.Black, Non-Hispanic",8412
47069.Hispanic,374
"47069.Other, Non-Hispanic",389
"47069.White, Non-Hispanic",11447
"47071.Black, Non-Hispanic",711
47071.Hispanic,434
"47071.Other, Non-Hispanic",322
"47071.White, Non-Hispanic",18932
"47073.Black, Non-Hispanic",617
47073.Hispanic,524
"47073.Other, Non-Hispanic",720
"47073.White, Non-Hispanic",43288
"47075.Black, Non-Hispanic",6772
47075.Hispanic,477
"47075.Other, Non-Hispanic",88
"47075.White, Non-Hispanic",6287
"47077.Black, Non-Hispanic",1890
47077.Hispanic,434
"47077.Other, Non-Hispanic",143
"47077.White, Non-Hispanic",19121
"47079.Black, Non-Hispanic",1971
47079.Hispanic,519
"47079.Other, Non-Hispanic",349
"47079.White, Non-Hispanic",22750
"47081.Black, Non-Hispanic",1156
47081.Hispanic,400
"47081.Other, Non-Hispanic",316
"47081.White, Non-Hispanic",17683
"47083.Black, Non-Hispanic",396
47083.Hispanic,31
"47083.Other, Non-Hispanic",54
"47083.White, Non-Hispanic",5927
"47085.Black, Non-Hispanic",348
47085.Hispanic,269
"47085.Other, Non-Hispanic",395
"47085.White, Non-Hispanic",13541
"47087.Black, Non-Hispanic",40
47087.Hispanic,152
"47087.Other, Non-Hispanic",178
"47087.White, Non-Hispanic",9200
"47089.Black, Non-Hispanic",781
47089.Hispanic,1084
"47089.Other, Non-Hispanic",818
"47089.White, Non-Hispanic",40287
"47091.Black, Non-Hispanic",602
47091.Hispanic,237
"47091.Other, Non-Hispanic",344
"47091.White, Non-Hispanic",13576
"47093.Black, Non-Hispanic",29844
47093.Hispanic,12177
"47093.Other, Non-Hispanic",14882
"47093.White, Non-Hispanic",306724
"47095.Black, Non-Hispanic",1860
47095.Hispanic,150
